"feature_id","protein","uniprot_accession","source","source_record_id","evidence_scope","evidence_code","publication_id_type","publication_id","pubmed_id","doi","title","journal","year","authors","publication_url"
"InterPro:IPR011009:2:2f826d53","JAK3","P52333","InterPro","IPR011009","entry_literature","InterPro_entry_literature","PubMed","11467935","11467935","10.1021/bi010504p","Structural analyses of nucleotide binding to an aminoglycoside phosphotransferase.","Biochemistry","2001","Burk DL;Hon WC;Leung AK;Berghuis AM.","https://pubmed.ncbi.nlm.nih.gov/11467935/"
"InterPro:IPR011009:2:2f826d53","JAK3","P52333","InterPro","IPR011009","entry_literature","InterPro_entry_literature","PubMed","12791258","12791258","10.1016/S0969-2126(03)00094-7","The crystal structure of choline kinase reveals a eukaryotic protein kinase fold.","Structure","2003","Peisach D;Gee P;Kent C;Xu Z.","https://pubmed.ncbi.nlm.nih.gov/12791258/"
"InterPro:IPR011009:2:2f826d53","JAK3","P52333","InterPro","IPR011009","entry_literature","InterPro_entry_literature","PubMed","7768349","7768349","","Protein kinases 6. The eukaryotic protein kinase superfamily: kinase (catalytic) domain structure and classification.","FASEB J.","1995","Hanks SK;Hunter T.","https://pubmed.ncbi.nlm.nih.gov/7768349/"
"InterPro:IPR011009:2:2f826d53","JAK3","P52333","InterPro","IPR011009","entry_literature","InterPro_entry_literature","PubMed","1835513","1835513","10.1016/0076-6879(91)00125-G","Protein kinase classification.","Meth. Enzymol.","1991","Hunter T.","https://pubmed.ncbi.nlm.nih.gov/1835513/"
"InterPro:IPR011009:2:2f826d53","JAK3","P52333","InterPro","IPR011009","entry_literature","InterPro_entry_literature","PubMed","1956325","1956325","10.1016/0076-6879(91)00126-H","Protein kinase catalytic domain sequence database: identification of conserved features of primary structure and classification of family members.","Meth. Enzymol.","1991","Hanks SK;Quinn AM.","https://pubmed.ncbi.nlm.nih.gov/1956325/"
"InterPro:IPR011009:2:2f826d53","JAK3","P52333","InterPro","IPR011009","entry_literature","InterPro_entry_literature","PubMed","3291115","3291115","","The protein kinase family: conserved features and deduced phylogeny of the catalytic domains.","Science","1988","Hanks SK;Quinn AM;Hunter T.","https://pubmed.ncbi.nlm.nih.gov/3291115/"
"InterPro:IPR011009:2:2f826d53","JAK3","P52333","InterPro","IPR011009","entry_literature","InterPro_entry_literature","PubMed","1862342","1862342","","Crystal structure of the catalytic subunit of cyclic adenosine monophosphate-dependent protein kinase.","Science","1991","Knighton DR;Zheng JH;Ten Eyck LF;Ashford VA;Xuong NH;Taylor SS;Sowadski JM.","https://pubmed.ncbi.nlm.nih.gov/1862342/"
"InterPro:IPR011009:2:2f826d53","JAK3","P52333","InterPro","IPR011009","entry_literature","InterPro_entry_literature","PubMed","12734000","12734000","10.1186/gb-2003-4-5-111","Genomic analysis of the eukaryotic protein kinase superfamily: a perspective.","Genome Biol.","2003","Hanks SK.","https://pubmed.ncbi.nlm.nih.gov/12734000/"
"InterPro:IPR011009:2:2f826d53","JAK3","P52333","InterPro","IPR011009","entry_literature","InterPro_entry_literature","PubMed","12368087","12368087","10.1016/S0968-0004(02)02179-5","Evolution of protein kinase signaling from yeast to man.","Trends Biochem. Sci.","2002","Manning G;Plowman GD;Hunter T;Sudarsanam S.","https://pubmed.ncbi.nlm.nih.gov/12368087/"
"InterPro:IPR011009:2:2f826d53","JAK3","P52333","InterPro","IPR011009","entry_literature","InterPro_entry_literature","PubMed","12471243","12471243","10.1126/science.1075762","The protein kinase complement of the human genome.","Science","2002","Manning G;Whyte DB;Martinez R;Hunter T;Sudarsanam S.","https://pubmed.ncbi.nlm.nih.gov/12471243/"
"InterPro:IPR011009:2:2f826d53","JAK3","P52333","InterPro","IPR011009","entry_literature","InterPro_entry_literature","PubMed","15078142","15078142","10.2174/1381612043452695","High-throughput structural biology in drug discovery: protein kinases.","Curr. Pharm. Des.","2004","Stout TJ;Foster PG;Matthews DJ.","https://pubmed.ncbi.nlm.nih.gov/15078142/"
"InterPro:IPR011009:2:2f826d53","JAK3","P52333","InterPro","IPR011009","entry_literature","InterPro_entry_literature","PubMed","15320712","15320712","","Creating chemical diversity to target protein kinases.","Comb. Chem. High Throughput Screen.","2004","Li B;Liu Y;Uno T;Gray N.","https://pubmed.ncbi.nlm.nih.gov/15320712/"
"InterPro:IPR011993:1:4bea917f","JAK3","P52333","InterPro","IPR011993","entry_literature","InterPro_entry_literature","PubMed","14594214","14594214","","Membrane targeting by pleckstrin homology domains.","Curr. Top. Microbiol. Immunol.","2004","Cozier GE;Carlton J;Bouyoucef D;Cullen PJ.","https://pubmed.ncbi.nlm.nih.gov/14594214/"
"InterPro:IPR011993:1:4bea917f","JAK3","P52333","InterPro","IPR011993","entry_literature","InterPro_entry_literature","PubMed","12694559","12694559","","Phosphoinositide recognition domains.","Traffic","2003","Lemmon MA.","https://pubmed.ncbi.nlm.nih.gov/12694559/"
"InterPro:IPR011993:1:4bea917f","JAK3","P52333","InterPro","IPR011993","entry_literature","InterPro_entry_literature","PubMed","21119626","21119626","10.1038/msb.2010.87","A systematic screen for protein-lipid interactions in Saccharomyces cerevisiae.","Mol. Syst. Biol.","2010","Gallego O;Betts MJ;Gvozdenovic-Jeremic J;Maeda K;Matetzki C;Aguilar-Gurrieri C;Beltran-Alvarez P;Bonn S;Fernandez-Tornero C;Jensen LJ;Kuhn M;Trott J;Rybin V;Muller CW;Bork P;Kaksonen M;Russell RB;Gavin AC.","https://pubmed.ncbi.nlm.nih.gov/21119626/"
"InterPro:IPR011993:1:4bea917f","JAK3","P52333","InterPro","IPR011993","entry_literature","InterPro_entry_literature","PubMed","15567406","15567406","10.1016/j.jmb.2004.10.038","Structural and evolutionary division of phosphotyrosine binding (PTB) domains.","J. Mol. Biol.","2005","Uhlik MT;Temple B;Bencharit S;Kimple AJ;Siderovski DP;Johnson GL.","https://pubmed.ncbi.nlm.nih.gov/15567406/"
"InterPro:IPR011993:1:4bea917f","JAK3","P52333","InterPro","IPR011993","entry_literature","InterPro_entry_literature","PubMed","10078529","10078529","10.1038/17969","Structure of a Ran-binding domain complexed with Ran bound to a GTP analogue: implications for nuclear transport.","Nature","1999","Vetter IR;Nowak C;Nishimoto T;Kuhlmann J;Wittinghofer A.","https://pubmed.ncbi.nlm.nih.gov/10078529/"
"InterPro:IPR011993:1:4bea917f","JAK3","P52333","InterPro","IPR011993","entry_literature","InterPro_entry_literature","PubMed","8646778","8646778","10.1016/S0092-8674(00)81236-2","Structure of the IRS-1 PTB domain bound to the juxtamembrane region of the insulin receptor.","Cell","1996","Eck MJ;Dhe-Paganon S;Trub T;Nolte RT;Shoelson SE.","https://pubmed.ncbi.nlm.nih.gov/8646778/"
"InterPro:IPR011993:1:4bea917f","JAK3","P52333","InterPro","IPR011993","entry_literature","InterPro_entry_literature","PubMed","15710406","15710406","10.1016/j.febslet.2004.11.114","1.15 A crystal structure of the X. tropicalis Spred1 EVH1 domain suggests a fourth distinct peptide-binding mechanism within the EVH1 family.","FEBS Lett.","2005","Harmer NJ;Sivak JM;Amaya E;Blundell TL.","https://pubmed.ncbi.nlm.nih.gov/15710406/"
"InterPro:IPR011993:1:4bea917f","JAK3","P52333","InterPro","IPR011993","entry_literature","InterPro_entry_literature","PubMed","12429733","12429733","10.1074/jbc.M210601200","Structure of the active N-terminal domain of Ezrin. Conformational and mobility changes identify keystone interactions.","J. Biol. Chem.","2003","Smith WJ;Nassar N;Bretscher A;Cerione RA;Karplus PA.","https://pubmed.ncbi.nlm.nih.gov/12429733/"
"InterPro:IPR016251:1:1039395f","JAK3","P52333","InterPro","IPR016251","entry_literature","InterPro_entry_literature","PubMed","3291115","3291115","","The protein kinase family: conserved features and deduced phylogeny of the catalytic domains.","Science","1988","Hanks SK;Quinn AM;Hunter T.","https://pubmed.ncbi.nlm.nih.gov/3291115/"
"InterPro:IPR016251:1:1039395f","JAK3","P52333","InterPro","IPR016251","entry_literature","InterPro_entry_literature","PubMed","12471243","12471243","10.1126/science.1075762","The protein kinase complement of the human genome.","Science","2002","Manning G;Whyte DB;Martinez R;Hunter T;Sudarsanam S.","https://pubmed.ncbi.nlm.nih.gov/12471243/"
"InterPro:IPR016251:1:1039395f","JAK3","P52333","InterPro","IPR016251","entry_literature","InterPro_entry_literature","PubMed","12368087","12368087","10.1016/S0968-0004(02)02179-5","Evolution of protein kinase signaling from yeast to man.","Trends Biochem. Sci.","2002","Manning G;Plowman GD;Hunter T;Sudarsanam S.","https://pubmed.ncbi.nlm.nih.gov/12368087/"
"InterPro:IPR016251:1:1039395f","JAK3","P52333","InterPro","IPR016251","entry_literature","InterPro_entry_literature","PubMed","15078142","15078142","10.2174/1381612043452695","High-throughput structural biology in drug discovery: protein kinases.","Curr. Pharm. Des.","2004","Stout TJ;Foster PG;Matthews DJ.","https://pubmed.ncbi.nlm.nih.gov/15078142/"
"InterPro:IPR016251:1:1039395f","JAK3","P52333","InterPro","IPR016251","entry_literature","InterPro_entry_literature","PubMed","15320712","15320712","","Creating chemical diversity to target protein kinases.","Comb. Chem. High Throughput Screen.","2004","Li B;Liu Y;Uno T;Gray N.","https://pubmed.ncbi.nlm.nih.gov/15320712/"
"InterPro:IPR016251:1:1039395f","JAK3","P52333","InterPro","IPR016251","entry_literature","InterPro_entry_literature","PubMed","19275641","19275641","10.2174/138161209787582219","Receptor tyrosine kinase inhibitors as potent weapons in war against cancers.","Curr. Pharm. Des.","2009","Sharma PS;Sharma R;Tyagi T.","https://pubmed.ncbi.nlm.nih.gov/19275641/"
"InterPro:IPR016251:1:1039395f","JAK3","P52333","InterPro","IPR016251","entry_literature","InterPro_entry_literature","PubMed","16700535","16700535","10.1021/bi060609y","Role of receptor tyrosine kinase transmembrane domains in cell signaling and human pathologies.","Biochemistry","2006","Li E;Hristova K.","https://pubmed.ncbi.nlm.nih.gov/16700535/"
"InterPro:IPR016251:1:1039395f","JAK3","P52333","InterPro","IPR016251","entry_literature","InterPro_entry_literature","PubMed","15845350","15845350","10.1016/j.bbrc.2005.03.012","Src kinase regulation by phosphorylation and dephosphorylation.","Biochem. Biophys. Res. Commun.","2005","Roskoski R Jr.","https://pubmed.ncbi.nlm.nih.gov/15845350/"
"InterPro:IPR016251:1:1039395f","JAK3","P52333","InterPro","IPR016251","entry_literature","InterPro_entry_literature","PubMed","19290934","19290934","10.1111/j.1600-065X.2008.00754.x","Janus kinases in immune cell signaling.","Immunol. Rev.","2009","Ghoreschi K;Laurence A;O'Shea JJ.","https://pubmed.ncbi.nlm.nih.gov/19290934/"
"InterPro:IPR016251:1:1039395f","JAK3","P52333","InterPro","IPR016251","entry_literature","InterPro_entry_literature","PubMed","9096349","9096349","10.1073/pnas.94.7.3082","Jak1 kinase is required for cell migrations and anterior specification in zebrafish embryos.","Proc. Natl. Acad. Sci. U.S.A.","1997","Conway G;Margoliath A;Wong-Madden S;Roberts RJ;Gilbert W.","https://pubmed.ncbi.nlm.nih.gov/9096349/"
"InterPro:IPR016251:1:1039395f","JAK3","P52333","InterPro","IPR016251","entry_literature","InterPro_entry_literature","PubMed","19660986","19660986","","A multi-level model accounting for the effects of JAK2-STAT5 signal modulation in erythropoiesis.","Comput Biol Chem","2009","Lai X;Nikolov S;Wolkenhauer O;Vera J.","https://pubmed.ncbi.nlm.nih.gov/19660986/"
"InterPro:IPR016251:1:1039395f","JAK3","P52333","InterPro","IPR016251","entry_literature","InterPro_entry_literature","PubMed","19596999","19596999","","JAK3 inhibition significantly attenuates psoriasiform skin inflammation in CD18 mutant PL/J mice.","J. Immunol.","2009","Chang BY;Zhao F;He X;Ren H;Braselmann S;Taylor V;Wicks J;Payan DG;Grossbard EB;Pine PR;Bullard DC.","https://pubmed.ncbi.nlm.nih.gov/19596999/"
"InterPro:IPR016251:1:1039395f","JAK3","P52333","InterPro","IPR016251","entry_literature","InterPro_entry_literature","PubMed","7526154","7526154","","Direct binding to and tyrosine phosphorylation of the alpha subunit of the type I interferon receptor by p135tyk2 tyrosine kinase.","Mol. Cell. Biol.","1994","Colamonici O;Yan H;Domanski P;Handa R;Smalley D;Mullersman J;Witte M;Krishnan K;Krolewski J.","https://pubmed.ncbi.nlm.nih.gov/7526154/"
"InterPro:IPR017441:1:0401258a","JAK3","P52333","InterPro","IPR017441","entry_literature","InterPro_entry_literature","PubMed","12471243","12471243","10.1126/science.1075762","The protein kinase complement of the human genome.","Science","2002","Manning G;Whyte DB;Martinez R;Hunter T;Sudarsanam S.","https://pubmed.ncbi.nlm.nih.gov/12471243/"
"InterPro:IPR017441:1:0401258a","JAK3","P52333","InterPro","IPR017441","entry_literature","InterPro_entry_literature","PubMed","12734000","12734000","10.1186/gb-2003-4-5-111","Genomic analysis of the eukaryotic protein kinase superfamily: a perspective.","Genome Biol.","2003","Hanks SK.","https://pubmed.ncbi.nlm.nih.gov/12734000/"
